Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71927836,4,"Thursday, January 24, 2013 07:42:21 UTC",36.0752,-120.6460,1.0,1.70,30,"Central California"
nc,71927831,2,"Thursday, January 24, 2013 07:41:21 UTC",35.6470,-120.9992,1.3,9.40,24,"Central California"
us,c000euq3,5,"Thursday, January 24, 2013 07:35:42 UTC",49.8255,87.6036,5.3,41.80,320,"Russia-Kazakhstan-Xinjiang border region"
ak,10643901,1,"Thursday, January 24, 2013 07:31:42 UTC",62.5670,-151.1918,1.6,4.00, 6,"Central Alaska"
ci,15276961,2,"Thursday, January 24, 2013 07:30:41 UTC",33.1358,-116.4470,1.4,14.60,61,"Southern California"
us,c000eupr,7,"Thursday, January 24, 2013 07:08:16 UTC",9.9707,-84.4496,4.9,62.80,279,"Costa Rica"
nc,71927811,3,"Thursday, January 24, 2013 06:48:13 UTC",38.8107,-122.7945,1.9,1.40,60,"Northern California"
ak,10643885,1,"Thursday, January 24, 2013 06:42:50 UTC",65.1882,-146.1214,2.0,10.10,12,"northern Alaska"
nc,71927806,0,"Thursday, January 24, 2013 06:40:42 UTC",36.6530,-121.2815,1.1,7.50, 8,"Central California"
nc,71927796,1,"Thursday, January 24, 2013 06:36:39 UTC",38.8108,-122.7953,1.4,1.40,22,"Northern California"
nc,71927791,1,"Thursday, January 24, 2013 06:35:19 UTC",38.8118,-122.7933,1.7,1.40,28,"Northern California"
nc,71927786,3,"Thursday, January 24, 2013 06:30:00 UTC",36.5612,-121.1510,2.0,3.40,51,"Central California"
ak,10643875,2,"Thursday, January 24, 2013 06:26:02 UTC",50.9494,-179.7832,2.4,26.10,12,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71927781,2,"Thursday, January 24, 2013 06:24:25 UTC",37.6987,-119.4265,1.7,0.40,21,"Central California"
nc,71927776,2,"Thursday, January 24, 2013 06:23:54 UTC",37.6047,-119.0973,1.4,10.10,30,"Central California"
ci,15276945,2,"Thursday, January 24, 2013 06:22:44 UTC",34.1578,-116.4082,1.1,9.10,45,"Southern California"
ak,10643868,1,"Thursday, January 24, 2013 06:18:09 UTC",62.8605,-149.5391,1.4,62.50,12,"Central Alaska"
ak,10643861,2,"Thursday, January 24, 2013 06:07:37 UTC",59.8096,-153.0764,2.6,111.60,46,"Southern Alaska"
ci,15276937,2,"Thursday, January 24, 2013 05:53:39 UTC",33.6763,-116.7345,1.1,18.80,74,"Southern California"
nc,71927761,6,"Thursday, January 24, 2013 05:43:10 UTC",40.7610,-124.5218,2.6,21.50,28,"offshore Northern California"
nc,71927756,1,"Thursday, January 24, 2013 05:20:38 UTC",37.7260,-122.0022,1.7,16.40,29,"San Francisco Bay area, California"
nc,71927751,0,"Thursday, January 24, 2013 05:13:16 UTC",38.8215,-122.7640,1.1,2.40,19,"Northern California"
uu,60011247,3,"Thursday, January 24, 2013 05:05:58 UTC",39.5588,-111.2732,1.1,1.90,17,"Utah"
uw,60497122,1,"Thursday, January 24, 2013 05:00:12 UTC",47.0395,-122.0877,1.4,0.00, 6,"Washington"
nc,71927741,0,"Thursday, January 24, 2013 04:52:53 UTC",38.7518,-122.7288,1.4,1.10,15,"Northern California"
us,c000eup1,5,"Thursday, January 24, 2013 04:51:06 UTC",27.8766,56.5569,4.6,9.90,50,"southern Iran"
uu,60011237,6,"Thursday, January 24, 2013 04:46:39 UTC",38.3238,-108.9905,3.9,1.20,27,"Colorado"
nn,00400674,9,"Thursday, January 24, 2013 04:43:29 UTC",38.1572,-117.9655,2.9,4.20,40,"Nevada"
nc,71927731,3,"Thursday, January 24, 2013 04:08:22 UTC",37.7448,-122.5772,1.0,8.20,15,"offshore Northern California"
ak,10643837,2,"Thursday, January 24, 2013 04:02:56 UTC",51.4873,-175.9832,2.4,21.90,16,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60011227,4,"Thursday, January 24, 2013 04:01:05 UTC",38.9972,-111.3453,1.5,2.90, 8,"Utah"
ak,10643831,1,"Thursday, January 24, 2013 03:48:44 UTC",58.4611,-150.5126,3.0,0.10,25,"Gulf of Alaska"
ak,10643828,2,"Thursday, January 24, 2013 03:44:14 UTC",63.0961,-150.4121,1.5,106.40,18,"Central Alaska"
nn,00400671,9,"Thursday, January 24, 2013 03:36:18 UTC",38.4501,-119.3115,1.0,7.00, 6,"Central California"
nn,00400667,9,"Thursday, January 24, 2013 02:30:58 UTC",38.1516,-118.0040,1.8,12.70,13,"Nevada"
ak,10643810,1,"Thursday, January 24, 2013 02:30:56 UTC",61.5453,-146.4250,1.9,19.80, 7,"Southern Alaska"
nn,00400664,9,"Thursday, January 24, 2013 02:28:02 UTC",38.1531,-117.9994,1.3,7.50, 8,"Nevada"
pr,13024001,0,"Thursday, January 24, 2013 02:21:46 UTC",19.6485,-64.2967,3.0,61.00, 4,"Virgin Islands region"
us,c000eun4,4,"Thursday, January 24, 2013 02:17:10 UTC",-16.6170,177.7066,5.1,34.10,120,"Fiji"
ak,10643800,1,"Thursday, January 24, 2013 01:41:39 UTC",63.9640,-148.7667,1.7,0.00,15,"Central Alaska"
ak,10643799,1,"Thursday, January 24, 2013 01:39:44 UTC",62.8988,-149.4629,1.2,61.80, 7,"Central Alaska"
ci,15276849,2,"Thursday, January 24, 2013 00:58:31 UTC",35.9265,-117.7018,1.0,2.80,31,"Central California"
nc,71927696,0,"Thursday, January 24, 2013 00:55:07 UTC",38.8237,-122.8033,1.4,0.00,14,"Northern California"
nc,71927691,0,"Thursday, January 24, 2013 00:54:46 UTC",38.8220,-122.8007,1.6,0.00,21,"Northern California"
nc,71927686,0,"Thursday, January 24, 2013 00:53:37 UTC",38.8197,-122.8008,1.1,0.50,14,"Northern California"
pr,13024000,0,"Thursday, January 24, 2013 00:08:30 UTC",19.5900,-64.4401,3.1,37.00, 9,"Virgin Islands region"
ak,10643763,1,"Thursday, January 24, 2013 00:07:01 UTC",65.0031,-147.3155,1.3,6.50, 7,"northern Alaska"
ak,10643761,1,"Thursday, January 24, 2013 00:04:07 UTC",61.0692,-152.7319,1.2,22.80, 7,"Southern Alaska"
uw,60497082,1,"Thursday, January 24, 2013 00:04:06 UTC",44.3712,-121.0420,1.9,0.00, 7,"Oregon"
uw,60497077,1,"Wednesday, January 23, 2013 23:37:40 UTC",46.2150,-122.8780,1.8,0.00,14,"Washington"
nn,00400643,9,"Wednesday, January 23, 2013 23:32:10 UTC",38.1365,-118.0382,1.4,7.00,16,"Nevada"
nc,71927671,4,"Wednesday, January 23, 2013 23:15:46 UTC",38.8305,-122.8083,1.0,2.40,25,"Northern California"
nc,71927666,1,"Wednesday, January 23, 2013 23:14:38 UTC",36.7977,-121.2675,1.5,8.20,19,"Central California"
nc,71927661,1,"Wednesday, January 23, 2013 22:54:13 UTC",38.8438,-122.8292,1.6,2.50,25,"Northern California"
ak,10643707,1,"Wednesday, January 23, 2013 22:40:22 UTC",58.6301,-155.1693,3.0,198.50,16,"Alaska Peninsula"
mb,13496898,2,"Wednesday, January 23, 2013 22:30:48 UTC",47.4483,-115.9910,1.5,2.00,18,"northern Idaho"
ci,15276817,2,"Wednesday, January 23, 2013 22:28:36 UTC",32.9208,-117.4977,3.1,15.50,82,"Gulf of Santa Catalina, California"
ak,10643678,1,"Wednesday, January 23, 2013 22:18:37 UTC",61.6223,-150.4837,2.0,41.30,20,"Southern Alaska"
nc,71927646,0,"Wednesday, January 23, 2013 22:13:54 UTC",38.8060,-122.7897,1.0,2.00,10,"Northern California"
uw,60496962,1,"Wednesday, January 23, 2013 22:11:24 UTC",49.4102,-120.4937,2.4,0.00,14,"British Columbia, Canada"
ak,10643672,2,"Wednesday, January 23, 2013 22:05:30 UTC",50.2981,-175.8107,2.8,32.80,14,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13023008,0,"Wednesday, January 23, 2013 21:59:04 UTC",19.3104,-64.2417,2.9,85.00, 6,"Virgin Islands region"
nc,71927636,0,"Wednesday, January 23, 2013 21:49:34 UTC",38.8097,-122.8277,1.0,2.60,10,"Northern California"
ci,15276793,2,"Wednesday, January 23, 2013 21:38:11 UTC",32.6028,-116.9703,1.7,3.40,37,"San Diego County urban area, California"
us,c000euil,6,"Wednesday, January 23, 2013 21:34:32 UTC",43.1448,145.7090,5.2,59.50,257,"Hokkaido, Japan region"
us,c000euhy,B,"Wednesday, January 23, 2013 21:31:06 UTC",37.8082,141.5377,4.9,36.30,43,"near the east coast of Honshu, Japan"
ak,10643631,1,"Wednesday, January 23, 2013 21:14:13 UTC",61.2406,-150.8548,1.8,50.50,20,"Southern Alaska"
ci,15276761,2,"Wednesday, January 23, 2013 20:42:00 UTC",35.8845,-118.3550,1.8,3.10,46,"Central California"
pr,13023007,0,"Wednesday, January 23, 2013 20:36:51 UTC",18.2180,-66.8991,1.7,9.00, 3,"Puerto Rico"
ci,15276753,2,"Wednesday, January 23, 2013 20:25:19 UTC",34.0027,-116.8215,1.0,14.40,24,"Southern California"
ak,10643433,2,"Wednesday, January 23, 2013 19:58:39 UTC",60.3398,-152.3949,3.0,86.50,23,"Southern Alaska"
nc,71927586,2,"Wednesday, January 23, 2013 19:55:12 UTC",36.0717,-120.6502,1.4,3.20,47,"Central California"
nc,71927571,0,"Wednesday, January 23, 2013 19:37:05 UTC",38.8248,-122.7948,1.0,3.00,20,"Northern California"
nn,00400598,9,"Wednesday, January 23, 2013 19:36:03 UTC",38.1564,-118.0077,1.5,3.80,10,"Nevada"
uu,60011187,5,"Wednesday, January 23, 2013 19:25:59 UTC",37.7342,-112.9778,1.2,2.50, 7,"Utah"
nc,71927566,2,"Wednesday, January 23, 2013 19:20:13 UTC",37.4787,-118.8402,1.3,6.80,24,"Central California"
uu,60011182,2,"Wednesday, January 23, 2013 19:20:07 UTC",37.7667,-113.0045,1.7,1.60,10,"Utah"
nm,012413a,A,"Wednesday, January 23, 2013 19:09:03 UTC",36.2338,-89.6012,1.5,6.00,15,"Tennessee"
nc,71927551,0,"Wednesday, January 23, 2013 18:57:08 UTC",36.7615,-121.5892,1.4,0.30,12,"Central California"
ak,10643383,2,"Wednesday, January 23, 2013 18:51:38 UTC",51.6016,-178.6115,2.8,29.80,20,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71927536,1,"Wednesday, January 23, 2013 18:15:34 UTC",38.8353,-122.7775,1.8,2.70,30,"Northern California"
nc,71927531,0,"Wednesday, January 23, 2013 18:12:32 UTC",38.7948,-122.7865,1.2,0.60,18,"Northern California"
ak,10643350,1,"Wednesday, January 23, 2013 18:10:49 UTC",66.0779,-151.4328,3.1,18.10,28,"northern Alaska"
ak,10643346,2,"Wednesday, January 23, 2013 18:04:49 UTC",51.4445,-178.8209,3.2,34.00,21,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000etal,2,"Wednesday, January 23, 2013 18:01:56 UTC",37.8437,118.7116,4.5,14.90,32,"Shandong, China"
mb,13523744,2,"Wednesday, January 23, 2013 17:58:25 UTC",46.8504,-113.3555,1.3,3.90,28,"western Montana"
nc,71927521,0,"Wednesday, January 23, 2013 17:52:21 UTC",38.7897,-122.7778,1.1,3.10,21,"Northern California"
us,b000et9x,2,"Wednesday, January 23, 2013 17:05:17 UTC",-3.3941,136.3478,4.8,48.20,40,"Papua, Indonesia"
ak,10643321,1,"Wednesday, January 23, 2013 16:52:39 UTC",64.7657,-151.9645,2.2,6.20,13,"Central Alaska"
nc,71927506,0,"Wednesday, January 23, 2013 16:50:11 UTC",38.8198,-122.7632,1.0,2.20,20,"Northern California"
ak,10643312,1,"Wednesday, January 23, 2013 16:35:50 UTC",60.3586,-151.7818,2.0,63.80,16,"Kenai Peninsula, Alaska"
hv,60457406,2,"Wednesday, January 23, 2013 16:29:07 UTC",19.1997,-155.4005,2.5,36.80,47,"Island of Hawaii, Hawaii"
ci,15276721,3,"Wednesday, January 23, 2013 16:14:10 UTC",32.1035,-115.1887,2.6,10.00,15,"Baja California, Mexico"
nc,71927491,2,"Wednesday, January 23, 2013 16:14:01 UTC",36.5315,-121.1153,1.7,3.30,22,"Central California"
nc,71927481,3,"Wednesday, January 23, 2013 15:43:05 UTC",36.7367,-120.7450,1.7,0.00,21,"Central California"
nc,71927471,0,"Wednesday, January 23, 2013 15:37:22 UTC",37.5835,-118.8823,1.1,4.80,18,"Central California"
ci,15276713,2,"Wednesday, January 23, 2013 15:30:31 UTC",33.1980,-115.5753,1.2,0.20, 8,"Southern California"
ci,15276705,2,"Wednesday, January 23, 2013 14:33:29 UTC",32.2260,-115.2943,2.5,10.00,19,"Baja California, Mexico"
nc,71927456,3,"Wednesday, January 23, 2013 14:22:00 UTC",35.6555,-121.0907,2.1,4.80,71,"Central California"
uu,60011162,6,"Wednesday, January 23, 2013 13:41:56 UTC",44.7430,-110.5470,1.3,5.30,21,"Yellowstone National Park, Wyoming"
pr,13023003,0,"Wednesday, January 23, 2013 13:38:11 UTC",18.0440,-64.2281,3.3,122.00, 7,"Virgin Islands region"
ak,10643274,1,"Wednesday, January 23, 2013 13:19:45 UTC",61.6743,-149.8077,1.6,31.90, 7,"Southern Alaska"
mb,13770585,2,"Wednesday, January 23, 2013 12:41:07 UTC",44.4135,-114.8275,2.5,10.30,27,"southern Idaho"
us,b000et7j,6,"Wednesday, January 23, 2013 12:39:41 UTC",-14.8280,167.8494,4.7,86.90,47,"Vanuatu"
nc,71927421,3,"Wednesday, January 23, 2013 12:37:28 UTC",40.3250,-124.8553,2.7,9.60,30,"offshore Northern California"
us,b000et7d,6,"Wednesday, January 23, 2013 12:36:56 UTC",14.2195,-92.2970,4.5,35.00,129,"offshore Guatemala"
ak,10643265,2,"Wednesday, January 23, 2013 12:33:39 UTC",51.7074,-178.1944,3.5,86.40,21,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13023002,0,"Wednesday, January 23, 2013 12:21:14 UTC",18.9230,-64.2540,4.0,36.00,20,"Virgin Islands region"
nc,71927411,0,"Wednesday, January 23, 2013 12:14:33 UTC",37.2928,-121.6717,1.4,1.60, 8,"Northern California"
ak,10643259,1,"Wednesday, January 23, 2013 12:06:35 UTC",62.1426,-147.6683,2.1,26.10, 6,"Central Alaska"
nc,71927391,2,"Wednesday, January 23, 2013 11:45:08 UTC",36.5638,-121.0725,1.0,7.30,15,"Central California"
nc,71927381,7,"Wednesday, January 23, 2013 11:09:32 UTC",37.3867,-119.0365,1.0,7.70,35,"Central California"
ci,15276673,2,"Wednesday, January 23, 2013 10:45:39 UTC",32.8095,-116.0508,1.4,9.10,32,"Southern California"
nn,00400573,9,"Wednesday, January 23, 2013 10:31:24 UTC",38.5588,-119.6153,1.2,9.70,10,"Northern California"
ak,10643251,1,"Wednesday, January 23, 2013 10:27:36 UTC",59.9994,-151.1084,1.7,0.00, 7,"Kenai Peninsula, Alaska"
pr,13023004,0,"Wednesday, January 23, 2013 10:16:54 UTC",19.5345,-64.4789,2.5,10.00, 5,"Virgin Islands region"
pr,13023006,0,"Wednesday, January 23, 2013 10:16:26 UTC",19.1623,-67.9643,3.0,60.00, 6,"Dominican Republic region"
nc,71927361,0,"Wednesday, January 23, 2013 10:10:59 UTC",38.7813,-122.7628,1.0,1.10,18,"Northern California"
us,b000et6b,6,"Wednesday, January 23, 2013 09:51:26 UTC",-9.8025,119.0694,4.5,37.80,30,"Sumba region, Indonesia"
ak,10643243,1,"Wednesday, January 23, 2013 09:46:34 UTC",63.2992,-151.3144,1.6,9.70, 7,"Central Alaska"
nc,71927341,2,"Wednesday, January 23, 2013 09:20:22 UTC",37.4573,-118.6762,1.4,16.20,39,"Central California"
nc,71927336,1,"Wednesday, January 23, 2013 09:19:46 UTC",38.8068,-122.7520,1.6,0.40,24,"Northern California"
ak,10643236,1,"Wednesday, January 23, 2013 09:18:17 UTC",63.6054,-147.3549,2.0,0.00,15,"Central Alaska"
ci,15276649,2,"Wednesday, January 23, 2013 08:45:48 UTC",33.8838,-116.5388,2.8,11.10,125,"Southern California"
ci,15276633,0,"Wednesday, January 23, 2013 08:39:56 UTC",33.7042,-116.7305,1.4,20.60,68,"Southern California"
pr,13023001,0,"Wednesday, January 23, 2013 08:33:58 UTC",18.8971,-64.4456,3.1,64.00, 5,"Virgin Islands region"
us,b000et5r,7,"Wednesday, January 23, 2013 08:23:00 UTC",-3.0297,130.1739,5.1,32.40,52,"Seram, Indonesia"
ci,15276625,0,"Wednesday, January 23, 2013 08:17:32 UTC",33.7010,-116.7972,1.1,19.10,44,"Southern California"
ak,10643221,1,"Wednesday, January 23, 2013 08:14:03 UTC",60.2663,-147.2376,2.7,4.50,17,"Southern Alaska"
ci,15276617,0,"Wednesday, January 23, 2013 07:58:23 UTC",33.9343,-116.6550,1.3,16.50,64,"Southern California"
us,b000et5h,9,"Wednesday, January 23, 2013 07:43:02 UTC",-44.4949,-78.9915,5.2,26.30,68,"off the coast of Aisen, Chile"
nc,71927271,0,"Wednesday, January 23, 2013 07:18:49 UTC",38.8452,-122.8302,1.1,2.40,19,"Northern California"
nc,71927261,1,"Wednesday, January 23, 2013 06:57:59 UTC",38.8450,-122.8277,2.0,2.60,39,"Northern California"
nc,71927256,0,"Wednesday, January 23, 2013 06:46:35 UTC",38.8263,-122.8518,1.2,2.50,21,"Northern California"
ak,10643347,2,"Wednesday, January 23, 2013 06:44:05 UTC",62.9103,-150.9864,1.7,109.20,20,"Central Alaska"
ak,10643205,1,"Wednesday, January 23, 2013 06:28:54 UTC",59.7160,-153.1951,2.0,111.30,13,"Southern Alaska"
ak,10643202,1,"Wednesday, January 23, 2013 06:23:55 UTC",59.7557,-153.2412,2.0,111.90, 9,"Southern Alaska"
nc,71927246,0,"Wednesday, January 23, 2013 06:10:48 UTC",36.6013,-121.2070,1.6,6.40,14,"Central California"
nc,71927241,0,"Wednesday, January 23, 2013 06:00:40 UTC",38.8152,-122.8037,1.3,0.00, 8,"Northern California"
uu,60011152,3,"Wednesday, January 23, 2013 05:53:43 UTC",37.9363,-112.3918,1.3,7.10,16,"Utah"
uu,60011147,4,"Wednesday, January 23, 2013 05:40:15 UTC",37.9427,-112.3873,1.8,6.00,21,"Utah"
uu,60011142,4,"Wednesday, January 23, 2013 05:31:48 UTC",39.5673,-111.2743,1.4,1.80,24,"Utah"
ak,10643197,1,"Wednesday, January 23, 2013 04:52:15 UTC",61.6222,-151.6536,1.6,76.80, 7,"Southern Alaska"
us,b000et4v,6,"Wednesday, January 23, 2013 04:42:58 UTC",8.3849,-86.1286,4.6,13.90,95,"off the coast of Costa Rica"
uu,60011132,4,"Wednesday, January 23, 2013 04:42:37 UTC",37.6862,-113.2553,1.1,3.10, 5,"Utah"
nc,71927221,3,"Wednesday, January 23, 2013 04:38:01 UTC",40.7042,-124.5248,2.6,29.60,25,"offshore Northern California"
us,b000et4q,8,"Wednesday, January 23, 2013 04:29:38 UTC",-34.6258,-109.1749,5.1,14.10,193,"southern East Pacific Rise"
ci,15276609,0,"Wednesday, January 23, 2013 04:28:06 UTC",33.0467,-116.4383,1.3,9.80,50,"Southern California"
ci,15276601,0,"Wednesday, January 23, 2013 04:27:29 UTC",33.0480,-116.4408,1.2,9.20,38,"Southern California"
nc,71927211,4,"Wednesday, January 23, 2013 04:26:09 UTC",36.5673,-121.1622,1.7,2.80,39,"Central California"
us,b000et4k,7,"Wednesday, January 23, 2013 04:18:18 UTC",41.5560,122.9829,4.8,10.10,184,"Liaoning, China"
us,b000et4i,5,"Wednesday, January 23, 2013 04:16:20 UTC",32.8824,-96.9798,3.0,16.10,17,"northern Texas"
nn,00400561,9,"Wednesday, January 23, 2013 04:10:02 UTC",36.8582,-115.9703,1.5,9.20,13,"Nevada"
ak,10643177,2,"Wednesday, January 23, 2013 03:25:13 UTC",61.3394,-150.9130,1.4,55.00,17,"Southern Alaska"
pr,13023000,0,"Wednesday, January 23, 2013 03:23:10 UTC",18.0953,-68.4825,3.6,78.00,19,"Dominican Republic region"
us,b000et4d,5,"Wednesday, January 23, 2013 03:21:55 UTC",10.1320,-85.4965,4.6,28.20,187,"Costa Rica"
nc,71927186,0,"Wednesday, January 23, 2013 03:10:30 UTC",38.8498,-122.8223,1.0,1.90,17,"Northern California"
ci,15276585,0,"Wednesday, January 23, 2013 03:03:20 UTC",35.9393,-117.6662,1.6,0.40,17,"Central California"
nc,71927181,0,"Wednesday, January 23, 2013 02:49:27 UTC",38.8348,-122.7752,1.2,2.50,19,"Northern California"
us,b000et4b,6,"Wednesday, January 23, 2013 02:47:38 UTC",-31.6747,-71.4740,5.0,29.10,217,"Coquimbo, Chile"
nc,71927166,1,"Wednesday, January 23, 2013 02:33:46 UTC",38.7897,-122.7622,1.5,1.90,26,"Northern California"
ci,15276577,6,"Wednesday, January 23, 2013 02:06:48 UTC",34.2002,-117.4932,1.1,14.90,20,"Greater Los Angeles area, California"
us,b000et48,6,"Wednesday, January 23, 2013 01:49:22 UTC",11.6140,-87.0822,4.6,46.50,108,"near the coast of Nicaragua"
ak,10643163,1,"Wednesday, January 23, 2013 01:37:10 UTC",63.0719,-151.4329,1.3,0.00, 9,"Central Alaska"
ak,10643142,1,"Wednesday, January 23, 2013 00:52:49 UTC",58.5915,-153.5504,3.0,11.80,14,"Kodiak Island region, Alaska"
nc,71927141,0,"Wednesday, January 23, 2013 00:37:26 UTC",38.8377,-122.7825,1.6,1.80,22,"Northern California"
ak,10643129,1,"Wednesday, January 23, 2013 00:23:10 UTC",61.5770,-148.2331,1.5,19.10, 4,"Southern Alaska"
ak,10643124,1,"Wednesday, January 23, 2013 00:06:19 UTC",65.0013,-147.3316,1.6,2.80,12,"northern Alaska"
ci,15276553,2,"Tuesday, January 22, 2013 23:59:44 UTC",35.0483,-117.6710,1.6,0.00,13,"Southern California"
nc,71927126,2,"Tuesday, January 22, 2013 23:59:23 UTC",37.5162,-119.3490,1.1,8.20,16,"Central California"
us,b000et0q,4,"Tuesday, January 22, 2013 23:54:29 UTC",7.4008,93.6953,4.5,35.50,35,"Nicobar Islands, India region"
ci,15276545,2,"Tuesday, January 22, 2013 23:47:53 UTC",33.3377,-117.1453,1.1,0.00,16,"Southern California"
nc,71927106,2,"Tuesday, January 22, 2013 23:47:37 UTC",35.9812,-120.9280,1.0,5.50, 8,"Central California"
uw,60496707,1,"Tuesday, January 22, 2013 23:39:28 UTC",42.1982,-122.6343,1.2,0.00,11,"Oregon"
nc,71927101,5,"Tuesday, January 22, 2013 23:36:56 UTC",36.0710,-120.6457,2.7,4.10,103,"Central California"
uw,60496697,1,"Tuesday, January 22, 2013 23:29:33 UTC",47.8657,-122.7162,1.0,0.00,11,"Puget Sound region, Washington"
ak,10643078,3,"Tuesday, January 22, 2013 23:01:32 UTC",62.1865,-149.1362,3.2,9.00,83,"Central Alaska"
pr,13022002,0,"Tuesday, January 22, 2013 23:01:29 UTC",18.3306,-68.0102,3.1,106.00,12,"Mona Passage, Dominican Republic"
ak,10643075,2,"Tuesday, January 22, 2013 22:57:42 UTC",62.2312,-150.2376,1.7,9.90,31,"Central Alaska"
ak,10643063,2,"Tuesday, January 22, 2013 22:30:47 UTC",63.3164,-151.7476,1.7,5.50,21,"Central Alaska"
nc,71927051,4,"Tuesday, January 22, 2013 22:17:25 UTC",40.3723,-125.1233,2.7,3.90,39,"offshore Northern California"
ak,10643045,3,"Tuesday, January 22, 2013 21:47:48 UTC",51.3195,-178.2780,2.8,24.30,21,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10645026,2,"Tuesday, January 22, 2013 21:44:42 UTC",52.8690,-164.0116,2.5,25.70,12,"south of Alaska"
ak,10643042,2,"Tuesday, January 22, 2013 21:41:12 UTC",60.8913,-152.1593,1.9,97.80,34,"Southern Alaska"
ak,10643036,2,"Tuesday, January 22, 2013 21:30:28 UTC",55.5875,-135.5880,3.3,17.80,14,"off the coast of Southeastern Alaska"
us,c000eupd,4,"Tuesday, January 22, 2013 21:29:33 UTC",9.4880,-84.0345,4.1,10.00,10,"Costa Rica"
ak,10643028,2,"Tuesday, January 22, 2013 21:28:48 UTC",63.9225,-148.9326,1.9,0.00,29,"Central Alaska"
ak,10643024,2,"Tuesday, January 22, 2013 21:22:44 UTC",53.4807,-167.1294,1.4,13.10,10,"Fox Islands, Aleutian Islands, Alaska"
nn,00400457,9,"Tuesday, January 22, 2013 21:11:02 UTC",38.2642,-118.6622,1.1,0.60,13,"Nevada"
uw,60496602,3,"Tuesday, January 22, 2013 20:50:09 UTC",46.3650,-122.2313,1.2,7.40,34,"Washington"
nc,71926996,3,"Tuesday, January 22, 2013 20:47:48 UTC",38.7602,-122.7242,1.9,1.90,57,"Northern California"
ak,10642992,2,"Tuesday, January 22, 2013 20:41:02 UTC",64.5573,-149.2520,1.3,9.90,23,"Central Alaska"
ci,15276529,2,"Tuesday, January 22, 2013 20:38:29 UTC",32.0983,-115.1565,2.7,10.00, 9,"Baja California, Mexico"
ak,10645020,2,"Tuesday, January 22, 2013 20:36:14 UTC",57.7804,-156.3952,2.0,115.40,15,"Alaska Peninsula"
ak,10645019,2,"Tuesday, January 22, 2013 20:35:42 UTC",63.2947,-149.7493,1.2,91.50,11,"Central Alaska"
ak,10645018,2,"Tuesday, January 22, 2013 20:28:18 UTC",62.0568,-145.0725,1.4,18.10, 8,"Central Alaska"
us,b000esu0,4,"Tuesday, January 22, 2013 20:04:39 UTC",38.6357,43.1868,4.0,2.10, 0,"eastern Turkey"
us,b000estr,5,"Tuesday, January 22, 2013 19:58:23 UTC",-39.8717,-74.8427,4.7,8.90,34,"offshore Los Lagos, Chile"
ak,10645017,2,"Tuesday, January 22, 2013 19:51:49 UTC",63.4069,-149.8564,1.3,105.90,11,"Central Alaska"
uw,60496512,1,"Tuesday, January 22, 2013 19:49:23 UTC",46.3768,-122.2643,1.3,10.30,31,"Washington"
ak,10645016,2,"Tuesday, January 22, 2013 19:22:24 UTC",62.7315,-149.7628,1.2,70.40,13,"Central Alaska"
ak,10642944,2,"Tuesday, January 22, 2013 19:18:48 UTC",51.6188,-178.3771,1.6,14.90,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10642939,3,"Tuesday, January 22, 2013 19:15:40 UTC",51.5616,-178.4075,2.2,6.20,21,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000est3,8,"Tuesday, January 22, 2013 19:05:54 UTC",52.9377,-169.3192,4.4,76.90,175,"Fox Islands, Aleutian Islands, Alaska"
nc,71926941,2,"Tuesday, January 22, 2013 19:03:45 UTC",35.6642,-121.0847,1.6,5.10,49,"Central California"
nn,00400432,9,"Tuesday, January 22, 2013 19:01:29 UTC",37.3024,-118.3170,1.3,12.00,15,"Central California"
nc,71926921,3,"Tuesday, January 22, 2013 18:56:38 UTC",36.6020,-121.2087,2.4,6.80,69,"Central California"
ak,10645012,2,"Tuesday, January 22, 2013 18:47:40 UTC",63.7572,-146.6643,1.3,4.40,26,"Central Alaska"
nc,71926916,2,"Tuesday, January 22, 2013 18:45:57 UTC",37.5323,-118.8162,1.0,7.20,31,"Central California"
ci,15276473,2,"Tuesday, January 22, 2013 18:33:48 UTC",33.1543,-115.6520,1.4,0.00,17,"Southern California"
us,b000essi,6,"Tuesday, January 22, 2013 18:29:57 UTC",20.9775,-106.0923,4.7,58.80,297,"offshore Nayarit, Mexico"
ak,10642899,2,"Tuesday, January 22, 2013 18:28:15 UTC",63.5613,-147.1424,1.3,1.90,20,"Central Alaska"
ak,10642893,2,"Tuesday, January 22, 2013 18:26:09 UTC",62.1857,-151.1931,1.9,88.40,33,"Central Alaska"
ak,10645009,2,"Tuesday, January 22, 2013 18:20:53 UTC",63.2345,-150.7383,1.4,122.00,21,"Central Alaska"
ak,10645008,2,"Tuesday, January 22, 2013 18:19:52 UTC",54.0107,-164.9145,2.1,65.00,18,"Unimak Island region, Alaska"
